,Texto,Discurso de ódio
2748,"Com vacina ou sem vacina, uma das poucas certezas q tenho na vida é: mais cedo ou mais tarde, eu vou pegar Covid-19. Praticamente todo mundo vai.
Se é q já ñ peguei e nem sei.",0
2749,#Covid-19 | Brasil confirma mais 698 mortes e total ultrapassa 174 mil,0
2750,"Câmara aprova R$ 1,9 bi para produção de vacina contra Covid-19; PT defende imunização geral da população - PT na Câmara",0
2751,"O combate à pandemia da Covid-19 exige imunização universal. Por isso, a bancada do PT apresentou emenda para que todos os brasileiros sejam vacinados e protegidos. A votação será amanhã, no Senado. Acompanhe! 
http://bit.do/fLzbp
#vacinaparatodos",0
2752,"Desfalques do Palmeiras para o jogo de hoje:

- Felipe Melo: cirurgia no tornozelo esquerdo 
- Wesley: cirurgia no joelho esquerdo
- Luan Silva: cirurgia no joelho esquerdo
- Luiz Adriano: lesão na coxa esquerda
- Jailson: transição física 
- Marcos Rocha e Renan: COVID-19",0
2753,"""A portaria do MEC publicada hoje era uma temeridade sem precedentes. Enquanto nos estados e municípios, as autoridades buscam medidas de restrição por conta do aumento de casos de covid-19, é inadmissível que o governo federal obrigue estudantes, professores e trabalhadores,",0
2754,"1/3. As matérias da 
@AFernandes
 e da 
@iditomazelli
 explicaram bem o imbróglio dos restos a pagar e a decisão do TCU. A 1º refere-se aos restos a pagar derivados de Medidas Provisórias de crédito extraordinário no âmbito do combate à covid-19. A segunda, a restos a pagar em geral.",0
2755," D.M do 
@FortalezaEC
:

WP: testou positivo para covid-19.

Gabriel Dias: já realizada atividade após cumprir prazo, conforme protocolo da Covid.

Quintero: Se recuperando de lesão no adutor. Restam cerca de três semanas para recuperação.

Roger: desconforto na coxa.",0
2756,"Para quem acorda cedo, estarei no 
@GloboNews
 amanhã às 6:50 discutindo um pouco da situação epidemiológica atual da COVID-19 no Brasil.",0
2757,"Matéria que tive o prazer de contribuir para o 
@semprefamilia_
 da 
@gazetadopovo
 , escrita pela 
@amandamilleo
 sobre as notícias recentes da Pfizer e sua vacina candidata para a COVID-19!

Acompanhe!",0
2758,"Câmara aprova R$ 1,9 bi para aquisição da vacina de Oxford contra Covid-19
https://jornalggn.com.br/noticia/camara-aprova-r-19-bi-para-aquisicao-da-vacina-de-oxford-contra-covid-19/…",0
2759,Pazuello gasta R$ 88 mi em propagandas de Covid-19 que ignoram prevenção e exaltam o agro,0
2760,"Hoje, 3.157 pessoas morreram de covid-19 nos Estados Unidos.

No atentado às Torres Gêmeas, de 11 de setembro, morreram 2.977. 

Era esse o tweet.",0
2761,#ATUALIZAÇÃO Brasil registra 755 mortes em 24 horas e 50 mil novos casos de covid-19 https://bbc.in/3ohluYA,0
2762,INFORMAÇÃO: O atacante Lucca e o goleiro Pedro Rangel testaram positivo para a Covid-19 e já cumprem quarentena.,0
2763,"Lucca é mais um jogador do Fluminense a testar positivo para Covid-19. 
O atleta, que vinha sendo titular nos últimos jogos, já está em quarentena, e é desfalque para o confronto contra o Athletico nesse sábado. 

O goleiro Pedro Rangel do sub 20, e que havia sido relacionado+++",0
2764,"Circula nas redes sociais que os prefeitos da Baixada Santista decretaram uma série de medidas obrigatórias para combater a pandemia da Covid-19, incluindo fechamento do comércio e restrição às praias. Leia: https://bit.ly/33ARtvd. #AgênciaLupa #baixadasantista #coronavirus",0
2765," | Brasil, 3 de Dezembro de 2020
 (+755) óbitos notificados por Covid-19
 6.487.084 (+50.434) casos notificados de Covid-19
 Use máscara, respeite o isolamento social e defenda o SUS
 A pandemia não acabou
Fonte: 
@ConassOficial
#FiqueEmCasa
 #UseMáscara",0
2766,"Covid-19: rede municipal tem 99% de lotação nos leitos de UTI e há fila por vagas em todo o estado; RJ registra 127 mortes e 3,7 mil casos https://extra.globo.com/noticias/rio/covid-19-rede-municipal-tem-99-de-lotacao-nos-leitos-de-uti-ha-fila-por-vagas-em-todo-estado-rj-registra-127-mortes-37-mil-casos-24779412.html?utm_source=Twitter&utm_medium=Social&utm_campaign=Extra…",0
2767,"O Club de Regatas Vasco da Gama informa que, apesar de preencher todos os requisitos solicitados pela Conmebol para a liberação dos atletas que tiveram COVID-19 recentemente, casos de Fernando Miguel, Werley, Fellipe Bastos, Benítez, Talles, Tiago Reis e Ribamar...(+)",0
2768,"Os Xapiri, os espíritos da floresta, sobrevoam o Congresso Nacional, em Brasília, para afastar a Xawara Covid-19 da Terra Yanomami! #ForaGarimpoForaCovid! Saiba mais: https://isa.to/3mA7lp3 
 Adriano Machado/ISA",0
2769,Taxa de ocupação de leitos de UTI para covid-19 na saúde pública de Pernambuco está em 85% nesta quinta-feira (3).,0
2770,"Da 
@folha
 --> Pazuello gasta R$ 88 milhões em propagandas de Covid-19 que ignoram prevenção e exaltam o agro",0
2771,"Clinton, Bush e Obama se ofereceram para ser vacinados contra o covid 19 diante das câmeras de televisão com o objetivo de incentivar o povo americano a fazer o mesmo. Acho que funcionaria mais se, em vez deles, fossem a Beyonce, Lebron James  e uma das Kardashian.",0
2772,"Covid-19 Brasil: A Média de óbitos também aumentou “sem falar, aquele tanto de óbitos que estão ocorrendo por não atendimento de outras doenças [pela falta de leitos de UTI]”, lembrou Nassif",0
2773,"Boa notícia! O R$ 1,9 bilhão para a compra de vacina contra a covid-19, que aprovamos ontem na Câmara, foi aprovado também pelo Senado. Meu compromisso é com o povo brasileiro e, por isso, seguirei firme na pressão pela retomada do auxílio de R$ 600.",0
2774,Covid-19: senadores atacam postura do governo Bolsonaro sobre vacinas,0
2775,Covid-19: Brasil registra 755 mortes e mais de 50 mil casos em 24h,0
2776,"Conseguimos garantir a vacina contra a Covid-19 para todos e sem custos! Nossa emenda foi aprovada e está no projeto de lei que cria as diretrizes para a vacinação do coronavírus. O objetivo é que a vacinação seja universal e gratuita, dando prioridade aos grupos vulneráveis.",0
2777,Castro volta a descartar lockdown no Rio por conta do avanço da Covid-19: 'Não vamos dar passo atrás nenhum' https://extra.globo.com/noticias/castro-volta-descartar-lockdown-no-rio-por-conta-do-avanco-da-covid-19-nao-vamos-dar-passo-atras-nenhum-24779395.html?utm_source=Twitter&utm_medium=Social&utm_campaign=Extra…,0
2778,Pfizer corta pela metade fornecimento de vacina contra Covid-19 em 2020,0
2779,Este #NexoGráfico mostra a evolução de óbitos em decorrência da covid-19 confirmados no Brasil até esta quinta-feira (03),0
2780,"Brasil supera marca de 175 mil mortes por Covid-19 (175.270) nesta quinta-feira e se aproxima de 6,5 milhões de infectados (6.487.084)

Nas últimas 24h, foram registrados 755 novos óbitos  por coronavírus e 50.434 diagnósticos, atualiza Ministério da Saúde",0
2781,"Suécia defende o não uso de máscaras contra Covid-19 e cita ""indícios frágeis"" de sua eficácia https://gazetabrasil.com.br/especiais/coronavirus/suecia-defende-o-nao-uso-de-mascaras-contra-covid-19-e-cita-indicios-frageis-de-sua-eficacia/…",0
2782,Voluntário e gratuito: Portugal aprova plano de vacinação contra covid-19,0
2783,"Jair Bolsonaro afirmou ter acertado em tudo o que disse sobre a Covid-19. No Papo Antagonista desta quinta (3), Felipe Moura Brasil comentou a declaração e analisou o negacionismo do presidente diante da pandemia.",0
2784,O ministério da Saúde registrou nesta quinta-feira (3) mais 755 mortes por Covid-19,0
2785,Previsão mais otimista das clínicas particulares é que a vacina contra Covid-19 esteja disponível entre o segundo semestre de 2021 e o primeiro de 2022,0
2786,"Primeira Lama, Micheque fez uma junção solidária  para crianças 
Normal, né?
Nem tanto, todas sem máscaras e com adultos presentes.
Lembrando que o Alvorada foi QG da Covid 19.
Tudo bem ela querer ""se amostrar""...
Que usasse os cheques não a saúde alheia",0
2787,"Brasil chega a 175 mil mortes por Covid-19 e se aproxima dos 6,5 milhões de casos",0
2788,Brasil registra 755 mortes por COVID-19 em 24h e ultrapassa 175 mil óbitos,0
2789,"#VocêEmPrimeiroLugar | Na luta contra os efeitos da COVID-19, kits de de alimentação são doados a famílias indígenas e quilombolas em situação de risco alimentar.

Saiba + sobre a ação da 
@conab_oficial
 em parceria com o 
@mdhbrasil
 e 
@DefesaGovBR
 

https://conab.gov.br/institucional/publicacoes/outras-publicacoes/item/download/34507_83c9363ae73ccb9669592c617169a769…",0
2790,"México assina acordo com Pfizer por 34,4 milhões de doses da vacina contra Covid-19

https://gazetabrasil.com.br/especiais/coronavirus/mexico-assina-acordo-com-pfizer-por-344-milhoes-de-doses-da-vacina-contra-covid-19/…",0
2791,"Mundo supera marca de 1,5 milhão de mortes por Covid-19
https://bit.ly/33YKSuP",0
2792,"Fases da vacinação da Covid-19 pelo Ministério da Saúde.

Qual seria a diferença entre ""Idosos acima de 60 anos"" e ""Pessoas 60-74 anos"" ?",0
2793,"Palmeiras vai testar Felipe Melo para Covid-19, após o jogador encontrar Bolsonaro sem máscara",0
2794,"[ATUALIZAÇÃO COVID-19 EM SERGIPE]

798 casos registrados nesta quinta. Maior número desde 13 de agosto. 

Minha suspeita é que há uma demanda de resultado reprimida no Lacen e claro, quando sai o resultado, tem que ser divulgado no dia. 

Enfim, se cuidem. Se sair, use máscara.",0
2795,"Governo apresentou os estudos realizados com a molécula DR-10, que asseguram que pode curar casos de covid-19. Maduro propôs plano para produção em massa do medicamento",0
2796,Lucca testa positivo para Covid-19 e vira mais um desfalque do Fluminense contra o Athletico-PR http://glo.bo/36ELAic,0
2797,"Vacinação VOLUNTÁRIA na terra de Putin. O calça apertada, filhote de ditador quer obrigar os brasileiros a vacinação. Putin orders start of mass vaccination against Covid-19 in Russia, will begin NEXT WEEK with key workers given priority",0
2798,"Aprovamos hoje no Senado a MP 994, que abre crédito extraordinário de quase R$ 2 bilhões para a produção e disponibilização de vacina contra a covid-19. Estes recursos permitirão a imunização da nossa população e o enfrentamento dessa pandemia que tanto afeta o nosso país.",0
2799,"Bicho, na boa, se liguem nisso aqui. O cara chamou a mina pra transar. Ela alerta sobre o Covid-19. Ele fala pra ela ir no posto, dizer que é gay e pedir pra tomar Prep, porque A MEDICAÇÃO PREVINE A DOENÇA. 

Tem tanta coisa errada aqui!
Via 
@sentomesmo",0
2800,"O plenário do Senado acatou a emenda da bancada do PT e aprovou a garantia da vacinação contra a Covid-19 para toda a população brasileira. A proposta aprovada defende, ainda, a observação da prioridade de grupos mais vulneráveis. Acesse:",0
2801,"A partir da nossa proposta, este importante insumo, que vai proteger os brasileiros da Covid-19, que é a vacina, estará disponível para todos, sem distinção. O acesso à imunização é um marco civilizatório e, portanto, deve alcançar todas as cidadãs e cidadãos do país!",0
2802,"Prefeitura de Curitiba abre mais um hospital exclusivo para covid-19 https://plantao190.com.br/prefeitura-de-curitiba-abre-mais-um-hospital-exclusivo-para-covid-19/… via 
@plantao190",0
2803,"Bicho, na boa, se liguem nisso aqui. O cara chamou a mina pra transar. Ela alerta sobre o Covid-19. Ele fala pra ela ir no posto, dizer que é gay e pedir pra tomar Prep, porque A MEDICAÇÃO PREVINE A DOENÇA. 

Tem tanta coisa errada aqui!
Via 
@sentomesmo",0
2804,Suárez reencontrando a filha após testar negativo para Covid-19 e sair da quarentena,0
2805," | Lin Wood: ""A China comunista atacou nosso país com a arma biológica Covid-19. A China comunista atacou nosso país tentando roubar as eleições. É hora de a América decidir se quer liberdade ou tirania. Lute por Trump, não por Xi Jinping ou seu fantoche Biden.""",0
2806,"Mais 217 casos de covid-19 hoje e 3 mortos. 
Total em dezembro até aqui, 817 casos confirmados 13 mortes. 
O número de pessoas aguardando resultado de exames só cresce. 1.712.",0
2807,"How I'm Feeling Now'' entrou na lista dos 50 melhores álbuns do ano pelo Stereogum.

""How I'm Feeling Now ressoa além do isolamento de COVID-19. Conversa com uma geração inquieta e solitária de adultos se sentindo como adolescentes de castigo no ano de 2020.""",0
2808,"O mundo já contabiliza mais de 1,5 milhões de mortes por Covid-19. O psicopata continua negacionista e pior, grande parte da população tbm, é só olhar as praias e os bares lotados. Se o Brasil fosse mesmo uma democracia, o presidente já estaria impedido e preso.
#VacinaParaTodos",0
2809," | Brasil, 4 de Dezembro de 2020
 (+694) óbitos notificados por Covid-19
 6.533.968 (+46.884) casos notificados de Covid-19
 Use máscara, respeite o isolamento social e defenda o SUS
 A pandemia não acabou
Fonte: 
@ConassOficial
#FiqueEmCasa
 #UseMáscara",0
2810,"#ATUALIZAÇÃO Brasil tem mais de 6,5 milhões de casos e quase 176 mil mortes por covid-19 https://bbc.in/3mN4glQ",0
2811,"Denúncia: O Palmeiras está treinando agora com portões fechados na Academia de Futebol, mas tem uma pessoa fora do CT assistindo à atividade: Abel Ferreira, em isolamento após contrair a Covid-19.",0
2812,Média de mortes por Covid-19 aumenta 25% no estado de SP em relação a 14 dias https://glo.bo/2IgNFru #G1,0
2813,Veterano da Segunda Guerra de 104 anos vence batalha contra Covid-19 nos EUA,0
2814,"BOA noite povo guerreiro patriotas 
Acabo de receber  o resultado do meu exame ....estou curado do Covid 19...
.....
#BolsonaroTemRazao ..
@DelClaudiane 
@KarlinhaB7
 @lucinha1950
 @apenas_rose
 ...
Por favor deem RT....",0
2815,"Além de acompanhar o treino com imagens ao vivo de um drone, Abel Ferreira falou com alguns atletas após a atividade.

Detalhe: Mesmo isolado em um hotel por conta da COVID-19, o técnico está com o uniforme para trabalhar.",0
2816,"Mesmo isolado após contrair a Covid-19, Abel Ferreira deu algumas orientações e teve uma conversa por chamada de vídeo com o grupo durante o treino do Palmeiras.",0
2817,Bahrein é segundo país a aprovar vacina da Pfizer contra covid-19,0
2818,Covid-19: Brasil registra 694 mortes e mais de 46 mil casos em 24h,0
2819,Lei seca e festas controladas: o que Estados estão fazendo para controlar a covid-19,0
2820,"Há seis meses à frente do Ministério da Saúde, Eduardo Pazuello enterrou R$ 88 milhões de verbas da pasta em propagandas sobre a Covid-19 que ignoram a prevenção e tratam de temas diversos da pandemia, como reabertura do comércio e promoção do agronegócio",0
2821,"Shoppings e centros comerciais serão autorizados a funcionar 24 horas por dia', diz Crivella em coletiva sobre medidas contra a Covid-19",0
2822,"A prefeita eleita de Santo Antônio das Missões (RS), Izalda Maria Barros Boccacio, que pertencia ao PP, morreu na noite de quinta-feira (3/12) devido a complicações da Covid-19. 

Ela era a atual vice-prefeita da cidade e se viu eleita prefeita com 53,47% dos votos.",0
2823,"URGENTE: morreu Pintinho, presidente do Olaria, vítima da Covid-19
 http://futeboldorio.com/?p=2243",0
2824,"#URGENTE Em tendência de alta, taxa de ocupação de leito de UTI exclusivos para Covid-19 em BH sobe para o nível amarelo de risco, intermediário, após quase 2 meses no mais baixo

Agora, dois indicadores da pandemia na capital estão em alerta, coisa que não ocorria desde agosto",0
2825,"PT GARANTE VACINA PARA TODA A POPULAÇÃO -  emenda dos senadores do PT garantiu que o acesso às vacinas contra a Covid-19 será um direito de todos e um dever do Governo. A vacina, de forma gratuita, deve chegar à integralidade da população brasileira. #QuemDefendeVoceÉoPT",0
2826,"Com alta de casos de Covid-19, grupos de risco podem recusar trabalho presencial? Que tipos de medidas podem tomar em face do seu empregador? Caso sejam desligados, é dispensa discriminatória? Artigo de Priscila Ferreira: https://bit.ly/2Jtwe7P",0
2827,Vacinação em massa contra Covid-19 começa na Rússia e moradores de Moscou já agendam imunização via internet. E nos?,0
2828,A gay todo dia posta algo sobre o aumento de contágio do COVID-19 mas ela não para de sair,1
2829,"Treino do Palmeiras:

Isolado por conta da covid-19, Abel Ferreira conversou de forma virtual com o elenco antes e depois das atividades.

No campo, os auxiliares comandaram atividades técnicas (aproximação e marcação) e táticas (com ênfase em movimentações rápidas e verticais).",0
2830,"“A partir da nossa proposta, a vacina que vai proteger os brasileiros da Covid-19 estará disponível para todos, sem distinção. O acesso à imunização é um marco civilizatório e, portanto, deve alcançar todos os cidadãos do país”, declarou Rogério Carvalho, líder do PT no Senado.",0
2831,pelotas registrou hoje quatro óbitos por covid-19 e bateu um novo recorde de novos casos da doença no município: foram 310 identificados nas últimas 24 horas.,0
2832,"O time tá cheio de desfalques.
 P. Henrique, Toninho e B. Gomes permanecem no DM;
 Salazar, Fabrício, G. Lacerda, J. Victor, M. Matias e B. Lopes permanecem em isolamento, após testarem positivo para COVID-19;
 Andrey, Philipe Maia e T. Alves suspensos pelo 3º amarelo.",0
2833,"Fabrício, Salazar, Guilherme Lacerda, Jean Victor e o atacante Matheus Mathias testaram positivo para COVID-19 e não enfrentam a Ponte Preta nesta noite. Os atletas já estão em isolamento, sob os cuidados do departamento médico. ",0
2834,"Casos de covid-19 estourando de novo no Brasil. Risco de ter que fechar de novo. Fica a pergunta: pq nem assim as pessoas colaboram com o básico? Pq a máscara abaixo do nariz? Pq aglomeração quando não precisa? Custa pensar na vida alheia, já percebi, desisto. Mas e a economia?",0
2835,"Com aumento de casos entre jovens, festas do fim de ano podem provocar explosão de Covid-19",0
2836,"DE VOLTA À ROTINA!

A décima primeira rodada da Premier League vai começar! Vale lembrar que a partida entre Aston Villa e Newcastle, que estava marcada para hoje, foi adiada por causa do surto de Covid-19 nos Magpies, que fecharam até o centro de treinamentos esta semana.",0
2837,"[ATUALIZAÇÃO COVID 19 EM SERGIPE]

75 novos casos e 4 mortes. Ontem mais de 700, hoje abaixo de 100. É muito louco trabalhar com esses dados da Covid, meu Deus. 

De qualquer forma, se cuidem. Se sair, use máscara! 

Ao todo, 91.793 foram infectadas  e 2.234 morreram",0
2838,"Lista de desfalques do Palmeiras para enfrentar o Santos:

- Covid-19: Abel Ferreira, Marcos Rocha e Renan
- Suspensão: Danilo, Gabriel Menino e Gustavo Gómez
- Lesionados: Felipe Melo, Luan Silva, Luiz Adriano, Patrick de Paula e Wesley
- Poupados: Gustavo Scarpa e Rony",0
2839,"Mais de 50% dos espanhóis não querem tomar vacina contra Covid-19 de imediato, diz pesquisa - Agora Notícias Brasil",0
2840,">
@usponline
 Aplicativo que analisa radiografia evolui e identifica outras doenças além da covid-19",0
2841,"Matthew anunciou que está a frente do lançamento de uma coleção de roupas e todo dinheiro arrecadado irá para os afetados pela Covid 19 
@MatthewPerry
Via Instagram ",0
2842,Só eu considero lerda e incompetente a ação do governo Bolsonaro em relação à compra de vacinas contra a Covid-19 e ao processo de imunização do povo brasileiro?,0
2843,Deputado Osmar Terra tem alta do hospital após internação por Covid-19,0
2844,"Tentei pedir comida agora de um restaurante mexicano. Por telefone, a atendente informou que teve de cancelar o delivery porque o restaurante está LOTADO e os funcionários não estão dando conta de atender a todos. 

Sextou, covid-19!",0
2845,"A corrida pela vacina para covid-19, escute no Microbiando em parceria com 
@scufrjasm
 e 
@CienciaExplica
 

Em todos os apps de podcast!",0
2846,questões filosóficas de 2020: estou sem olfato por causa da covid-19 ou pq desenvolvi um tumor no cérebro?,0
2847,PREOCUPANTE: Semana se encerrará com maior aumento diário de casos de covid-19 desde agosto. Cinco estados já acima de 80% dos leitos ocupados em UTI do sistema público de saúde,0
2848,Deputado Osmar Terra tem alta do hospital após internação por Covid-19,0
2849,"Mais de 50% dos espanhóis não querem tomar vacina contra Covid-19 de imediato, diz pesquisa - Agora Notícias Brasil",0
2850,"Bolsonaro é culpado antecipadamente pois, ainda não comprou vacina contra o Covid-19

As vacinas contra o Covid-19  está em fase de testes ( to be defined ) e nenhuma está aprovada pela  Anvisa.",0
2851,Em janeiro estarei exatamente assim no posto de saúde pra tomar a vacina da covid-19,0
2852,"A cada dia, surgem mais e mais casos de reinfecção por Covid-19. Acabei de receber a notícia de que uma amiga teve que ser internada. Ela já tinha sido contaminada no início do ano. Isso quer dizer que já ter tido a doença não significa imunidade permanente. #Covid19",0
2853,GDF vai reduzir frotas de ônibus a partir de segunda-feira. Covid-19 curtiu esse tweet.,0
2854,"A grande atriz Marieta Severo que contraiu a COVID-19 no fim do mês passado teve agravamento no quadro de saúde por comprometimento dos seus pulmões e foi transferida para o CTI do hospital Copa Star no Rio. 
Melhoras para a Marieta! #NãoÉUmaGripezinha",0
2855,"Com altas de casos e mortes, Brasil chega a 176 mil óbitos por Covid-19",0
2856,"Nunca fui de me expor dessa forma, e principalmente expor a vida da minha família. Mas queria realmente fazer um apelo para vcs que estão achando que covid-19 é brincadeira.
Sei q todos estão cansados de está em casa e etc.  Mas posso dizer que seria melhor ficar em casa+",0
2857,AO VIVO | Moscou iniciou neste sábado a vacinação em massa contra o coronavírus com a Sputnik V. Profissionais de saúde e ensino são os primeiros a receber a imunização. Brasil registra 43.209 novos casos de covid-19 e mais 664 mortes,0
2858,"Ocupação de UTIs para Covid-19 chega a 61,7% na Grande SP e média de mortes aumenta 31% nos últimos 14 dias no estado ==> https://glo.bo/3lKSjf3 #G1",0
2859,"Com covid-19, Nicette Bruno é submetida a hemodiálise  http://r7.com/5uHu",0
2860,UFC deste sábado perde duas lutas por Covid-19 horas antes do evento http://glo.bo/33O0Kjp,0
2861,Reinfecção por Covid-19 pode influenciar a segunda onda e a eficácia das vacinas? ==> https://glo.bo/3qw9TqI #G1,0
2862,"Há 120 anos produzimos vacinas. Estivemos juntos no enfrentamento da Gripe Espanhola, em 1918, na produção da vacina contra a Influenza, em 1948, e agora, produzindo a vacina contra a Covid-19. Se é do Butantan, pode confiar. #podeconfiar #compartilheobem #édoButantan",0
2863,"Covid-19: DF registra 10 mortes e total chega a 3.978 neste sábado (5/12).

Em 24 horas, foram registrados 595 novos casos. A capital acumula 233.376 diagnósticos do novo coronavírus.
https://bit.ly/3osVPfG",0
2864,"Nove meses após o primeiro caso de coronavírus na América Latina, a covid-19 explode na Argentina. O 
@girolatino
 comenta os erros e acertos dos hermanos – e como ter o negacionismo como política de estado no Brasil só prejudica o combate à pandemia.",0
2865,"Nicette Bruno tem piora da função renal e precisa de hemodiálise.

A atriz está internada em um hospital com covid-19.

https://bit.ly/2VJBkit",0
2866,"Com covid-19, Genival Lacerda segue internado na UTI em estado grave http://r7.com/No2o",0
2867,RS confirma mais 62 mortes por covid-19 em 24 horas,1
2868,"René Sampaio diz que vai esperar para lançar 'Eduardo e Mônica' nos cinemas.

Inicialmente, a produção estava prevista para ser lançada este ano e acabou sendo adiada por causa da pandemia de covid-19.
https://bit.ly/3oEyacz",0
2869,"ABSURDO!! Prefeito de Curitiba quer dar + R$ 102 milhões de socorro para EMPRESAS DE TRANSPORTE COLETIVO. Com os valores pagos este ano, a BENESSE pode chegar a R$ 300 MILHÕES. Já para IMUNIZAR os curitibanos com a VACINA contra a COVID-19 foram reservados R$ 20 MILHÕES.",0
2870,"Brasil registra 43,2 mil novos casos de covid-19 e 664 óbitos pela doença nas últimas 24 horas https://bbc.in/3mMJ0fW",0
2871,"O maior estelionatario da República...O maior responsável por mais de 170mil mortos pelo covid 19!
#SouDireitaNaoSouBolsonaro",0
2872,Ceará ultrapassa os 304 mil casos de Covid-19; óbitos chegam a 9.693 https://bit.ly/2VJEbId,0
2873,"Santos informa:

O atacante Arthur Gomes testou positivo para COVID-19. Ele está isolado e ficará sob cuidados do departamento médico do Santos. 

#trvila",0
2874,"Aumento de quase 300% nos índices de covid-19  e rolando show gospel na cidade. 
É desejo jeito que os nossos IRMÃOS cultivam o amor ao próximo.",0
2875,"Pessoas torcendo para jogador x estar com Covid-19 pra não jogar. Triste isso, lamentável. Nada justifica. Enfim...melhor fingir que nem li, não vale a pena. Depois quer apontar o dedo para os rivais",0
2876,"Rio registra 2,6 mil novos casos de Covid-19 e tem 219 pessoas na fila por UTI no estado",0
2877,"MITO MITO MITO

Pazuello enviou verba da Covid-19 para entidades 
que não cuidam da doença",0
2878,Absolutamente essencial o posicionamento dos Secretários Estaduais e Municipais de Saúde sobre a campanha nacional de vacinação contra a Covid-19,0
2879,Conselhos de secretários de saúde e de secretarias municipais defendem que todas as vacinas com eficácia e segurança reconhecidas contra a covid-19 sejam adquiridas pelo Ministério da Saúde,0
2880,"Imagem do dia pra mim: uma enfermeira extremamente atenciosa ajudando meu tio, internado por causa da COVID-19, a falar com minha avó por vídeo chamada, para ela se acalmar um pouquinho. Defenda o SUS e valorize os profissionais de saúde, a lição nossa de cada dia em 2020.",0
2881,O Conselho Nacional de Secretários de Saúde e o Conselho Nacional de Secretarias Municipais de Saúde defenderam que o Plano Nacional de Imunizações incorpore todas as vacinas com eficácia e segurança reconhecidas contra a Covid-19. É o mínimo. E tem que começar em janeiro.,0
2882,"Mais uma servidora que morreu esta semana por complicação da covid-19, a professora Juliana Nunes. Ela trabalhava na escola Miriam Leila Palandri e Gabriela Mistral. Uma pessoa jovem, de 36 anos, alegre e admirada por todos. Sentimos muito. Que Deus conforte o coração de todos ",0
2883,"Com o aumento no número de mortes pelo COVID-19, fim do auxílio emergencial e um total descaso público, é o trabalhador que sofre as consequências deste governo que deixou a população a deriva.
A situação é crítica: precisamos garantir alimento na mesa das famílias.",0
2884,"Um salário digno para profissionais de saúde na Venezuela. O legítimo presidente interino da Venezuela, Juan Guaidó, está ajudando médicos e enfermeiros a combater a Covid-19 — e a sobreviver à pandemia — pagando-lhes um salário digno.",0
2885,"Desfalques

- F.Melo: tornozelo esquerdo 
- Wesley: joelho
- L. Silva: joelho
- L. Adriano: coxa 
- P. de Paula - coxa
- Scarpa - concussão
- Rony - desgaste muscular
- G. Menino - suspenso 
- Danilo - suspenso 
- Gómez - suspenso
- M. Rocha: COVID-19
- Renan: COVID-19",0
2886,Boletim atualizado do Ministério da Saúde: mais 664 mortes e 43.209 casos confirmados da Covid-19.,0
2887,Covid-19: vacinação em massa começa neste sábado em Moscou,0
2888,"Ocupação de UTIs para Covid-19 chega a 61,7% na Grande SP.
O governador calça colada, colocando terror no povo.",0
2889,"O atacante Arthur Gomes infelizmente testou positivo para COVID-19. Ele está isolado e ficará sob cuidados do departamento médico do 
@SantosFC",0
2890,"Plenário do Senado acatou a emenda da bancada do PT e aprova garantia da vacinação gratuita e universal contra a Covid-19 para toda a população brasileira. 
@PTnoSenado",0
2891,"Confira o importante artigo dos ativistas Caio Klein e 
@xgabrielgalli
 da ONG Somos sobre a situação das políticas públicas para HIV/aids e as lições que precisam ser aprendidas com essa epidemia global pra aplicarmos na pandemia de covid-19. Defender o SUS é a principal delas!",0
2892,Rebeca Andrade e Flávia Saraiva testam positivo pra covid-19 - Agora Notícias Brasil,0
2893,"Desfalques do Palmeiras!

Lesionados:
- F. Melo: cirurgia/tornozelo
- Wesley: cirurgia/joelho
- L. Silva: cirurgia/joelho
- L. Adriano: lesão/coxa
- PK: lesão/coxa 

Poupados:
- Scarpa: concussão
- Rony: desgaste

Suspensos:
- Menino
- Danilo
- Gómez

COVID-19:
- M. Rocha
- Renan",0
2894,Médico judeu diz que intubou paciente de Covid-19 com tatuagens nazistas,1
2895,Pfizer divulga bula da vacina contra a Covid-19 para profissionais da saúde ==> https://glo.bo/2VMrvjO #G1,0
2896,"Belgica,recordista mundial de mortes por COVID-19(1480/Mi),radicalizou o “fique em casa” ,com alta tecnologia,e não evitou tragédia.Assim como todos os 15 países com maior taxa de mortes no mundo,usaram a quarentena e o lockdown como estratégia “para salvar vidas” e fracassaram..",0
2897,"Amigos, 

Informo que testei positivo para COVID-19. Estou bem, em casa, e sem sintomas. 
Seguirei em isolamento e cumprindo as orientações médicas.",0
2898,"Hoje no Espírito Santo, oficialmente, alcançamos mais de 200.000 casos confirmados de COVID-19 notificados no sistema de vigilância em saúde do SUS. Aproximadamente 5% da população teve contágio confirmado pelo sistema de saúde público e privado.
#useMascara",0
2899,"Frank Vogel está conversando com a imprensa neste momento. Duas coisas se destacam:

- Vogel não contou com o elenco completo hoje. Ele optou por não dizer os motivos.

- Quinn Cook foi o único que teve sua ausência justificada. Está seguindo os protocolos de Covid-19.",0
2900,"Você sabia que o pior país do mundo em mortalidade da Covid 19, é desenvolvido e tem governo tão radical no “fique em casa” que a polícia usa drones para espionar e controlar o movimento nas vias públicas.A Bélgica é recordista mundial de mortes por milhão de habitantes: 1480/Mi",0
2901,Brasil tem 313 novas mortes de covid-19; total se aproxima de 177 mil,0
